192030.489512602 7 167223798.361000000 274213942 618 0 42
192030.489512602 9 169831466.416000010 97033678 1755 0 42
192030.489512602 26 169115609.331000000 252994553 434 0 46
192030.489512602 2 168084404.025999990 434670031 1277 0 45
192030.489512602 8 169619161.354999990 576148976 1576 0 38
192035.489606444 7 167252570.074999990 274365143 1925 0 42
192035.489606444 9 169857098.220999990 97168370 1569 0 42
192035.489606444 26 169145494.631000010 253151600 44 0 46
192035.489606444 2 168113620.525999990 434823564 489 0 45
192035.489606444 4 170511332.474000010 26677016 2014 1 32
192035.489606444 8 169650846.212000010 576315489 1454 0 39
192040.489702240 7 167281347.011000010 274516364 1537 0 42
192040.489702240 9 169882731.560999990 97303075 513 0 42
192040.489702240 26 169175383.051999990 253308666 1258 0 46
192040.489702240 2 168142837.835000010 434977108 1281 0 45
192040.489702240 8 169682535.102999990 576482016 1449 0 39
192045.489798037 7 167310125.914000000 274667604 352 0 42
192045.489798037 9 169908367.405999990 97437791 1587 0 42
192045.489798037 26 169205275.722999990 253465752 1858 0 46
192045.489798037 2 168172057.629000010 435130664 1158 0 45
192045.489798037 4 170561821.789000000 26942366 1683 1 33
192045.489798037 8 169714227.671000000 576648557 802 0 38
192050.489891879 7 167338910.367000010 274818862 2013 0 42
192050.489891879 9 169934005.090999990 97572520 1991 0 42
192050.489891879 26 169235172.108000010 253622859 964 0 46
192050.489891879 2 168201281.007000000 435284232 1176 0 44
192050.489891879 4 170587070.995999990 27075056 121 1 34
192050.489891879 8 169745920.046999990 576815111 1490 0 38
192055.489987675 7 167367696.770000010 274970140 1406 0 42
192055.489987675 9 169959645.037000000 97707262 1651 0 42
192055.489987675 26 169265071.912999990 253779985 1819 0 46
192055.489987675 2 168230506.002000000 435437812 946 0 44
192055.489987675 4 170612327.280000000 27207758 104 0 34
192055.489987675 8 169777618.537999990 576981680 302 0 38
192060.490083472 7 167396489.361000000 275121438 256 0 42
192060.490083472 9 169985286.752999990 97842017 1435 0 42
192060.490083472 26 169294976.321000010 253937132 1503 0 46
192060.490083472 2 168259733.470999990 435591404 1236 0 44
192060.490083472 4 170637586.294000000 27340463 982 0 34
192060.490083472 8 169809319.829000000 577148262 1868 0 39
192065.490179269 7 167425284.305999990 275272754 1435 0 42
192065.490179269 9 170010931.252000000 97976785 696 0 42
192065.490179269 26 169324883.803999990 254094299 1781 0 46
192065.490179269 2 168288964.124000010 435745008 1968 0 44
192065.490179269 4 170662845.717999990 27473177 936 0 35
192065.490179269 8 169841023.215999990 577314859 1419 0 40
192070.490273110 7 167454079.481000010 275424090 1093 0 42
192070.490273110 9 170036578.393999990 98111565 1520 0 41
192070.490273110 26 169354794.643999990 254251486 1860 0 46
192070.490273110 2 168318195.905999990 435898625 542 0 44
192070.490273110 4 170688097.682000010 27605899 2015 0 36
192070.490273110 8 169872729.148000000 577481470 1236 0 40
192075.490368907 7 167482880.722999990 275575446 454 0 41
192075.490368907 9 170062228.525000010 98246359 1218 0 41
192075.490368907 26 169384710.380000000 254408694 1611 0 46
192075.490368907 2 168347430.844000010 436052254 815 0 44
192075.490368907 4 170713356.731000010 27738631 1886 0 36
192075.490368907 8 169904437.023999990 577648096 492 0 40
192080.490464704 7 167511688.280999990 275726821 1919 0 41
192080.490464704 9 170087882.835000010 98381167 277 0 41
192080.490464704 26 169414630.395000010 254565923 1324 0 46
192080.490464704 2 168376669.872000010 436205896 769 0 44
192080.490464704 4 170738617.581000000 27871373 655 0 36
192080.490464704 8 169936145.213999990 577814736 1405 0 39
192085.490560500 7 167540496.766000000 275878218 1407 0 41
192085.490560500 9 170113538.859000000 98515988 1942 0 41
192085.490560500 26 169444553.965000000 254723174 404 0 46
192085.490560500 2 168405908.928000000 436359552 80 0 44
192085.490560500 4 170763879.629000010 28004125 308 0 37
192085.490560500 8 169967860.541000010 577981392 1702 0 39
192090.490654342 7 167569311.252000000 276029636 156 0 41
192090.490654342 9 170139198.147000010 98650825 570 0 41
192090.490654342 26 169474482.037000000 254880446 1068 0 46
192090.490654342 2 168435152.109000000 436513221 976 0 44
192090.490654342 4 170789145.145000010 28136887 632 0 37
192090.490654342 8 169999578.704000000 578148064 1294 0 39
192095.490750139 7 167598129.139000000 276181075 188 0 41
192095.490750139 9 170164860.164000000 98785676 1444 0 42
192095.490750139 26 169504415.132000000 255037741 230 0 46
192095.490750139 2 168464397.145000010 436666905 371 0 44
192095.490750139 4 170814410.866000000 28269660 656 0 37
192095.490750139 8 170031297.099000010 578314752 1418 0 39
192100.490845935 7 167626951.319999990 276332534 1638 0 41
192100.490845935 9 170190523.252000000 98920542 835 0 42
192100.490845935 26 169534350.974999990 255195057 581 0 46
192100.490845935 2 168493645.122000010 436820602 933 0 44
192100.490845935 4 170839677.898999990 28402443 1246 0 37
192100.490845935 8 170063018.155000000 578481456 481 0 40
192105.490941732 7 167655778.201000010 276484016 394 0 42
192105.490941732 9 170216189.782000010 99055423 1157 0 42
192105.490941732 26 169564291.053999990 255352396 186 0 46
192105.490941732 2 168522893.611000000 436974314 931 0 44
192105.490941732 4 170864946.152000010 28535238 405 0 37
192105.490941732 8 170094744.516999990 578648176 789 0 40
192110.491035574 7 167684609.245999990 276635518 694 0 42
192110.491035574 9 170241859.984000000 99190319 269 0 42
192110.491035574 26 169594235.453000010 255509756 970 0 46
192110.491035574 2 168552146.757999990 437128040 61 0 44
192110.491035574 4 170890218.365000010 28668043 141 0 37
192110.491035574 8 170126472.323000010 578814912 44 0 39
192115.491131370 7 167713443.474000010 276787041 1486 0 42
192115.491131370 9 170267532.440000000 99325229 1128 0 42
192115.491131370 26 169624184.629000010 255667138 1952 0 46
